common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),,last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo LINK,highside_DBH(m),rank,top_lists,tree_sp_code,sp_split_range,datum,Year_only _last_measured,Year_only_nominated
Ponderosa pine,1540,,331,34.4,1.63,19.2,,9/29/2024,10/18/2024,Midday Valley,Merritt,Provincial land,,50.084948,-120.887339,1119,"Take Midday Valley Rd from Merritt to kilometre 11.5 and turn right onto Lindley FSR. Take to KM 2.5 then turn on to Lindley Spur 1. Take for 1.5 km keeping right and park in the landing at the end of the road ( 50.082621, -120.895236). Grove of trees is approximatley 500 metres down hill (east) from the landing.","Moisture receiving despite Ponderosa pine presence. Area covered in dense snowberry, prickly rose, and dogwood. Pine presence counter to other site associations indicating potential changes over time to since tree germinated. Adjacent to old ranch trail. Healthy",Jonathan Van Elslander,Andy Belicka,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1540_Pp_MiddayValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1540_Pp_MiddayValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1540_Pp_MiddayValley_JV_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1540_Pp_MiddayValley_JV_4.jpg"" target=""_blank"">4</a>   ",1.62,10,1,35,,WGS 84,2024,2024
Ponderosa pine,1638,Riondel Ponderosa,330,44.8,1.35,20,,10/24/2024,11/11/2024,Fowler Street,Riondel,Provincial land,,49.759444,-116.854722,570,Drive 12km north from Highway 3A at Kootenay Bay. Located at intersection of Fowler Street and Golf View Street. Tree is on roadside in front of the Seniors Housing Centre.,,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1638_Pp_Riondel_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1638_Pp_Riondel_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1638_Pp_Riondel_TN_3.jpg"" target=""_blank"">3</a>      ",,11,2,35,,,2024,2024
Ponderosa pine,1160,,327,35.4,1.53,26.5,,7/2/2022,7/4/2022,Midday Valley,Merritt,Private land,,hidden,,1038,"Private property, access is restricted.",Healthy big pine with a massive crown spread,Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_4.jpg"" target=""_blank"">4</a>   ",,12,2,35,,WGS 84,2022,2022
Ponderosa pine,217,,323,33.8,1.57,21.6,,4/23/2000,4/23/2000,Hwy 3,Bridesville,Private land,,hidden,,,Private land - exact location is withheld.,"Healthy , large branches, popular bird tree.   IDFdm1",Steven Keast,Shaun Muc,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/217_Pp_Hwy3_sm_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/217_Pp_Hwy3_sm_2.jpg"" target=""_blank"">2</a>         ",,13,2,35,,,2000,2000
Ponderosa pine,215,,321,32.3,1.58,23.5,,1/27/2000,1/27/2000,Otter Creek,Merritt,Private land,,49.855887,-120.634767,,"Highway 5A, 10 km south of Aspen Grove, close to Otter Creek. North of Tulameen around 40 km.","Ancient, thick stocky tree with a small dead top and massive crown. IDFdk1",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/215_Pp_Otter_sm_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/215_Pp_Otter_sm_2.jpg"" target=""_blank"">2</a>         ",,14,2,35,,,2000,2000
Ponderosa pine,1161,,321,32.6,1.59,20.7,,7/2/2022,7/4/2022,Midday Valley,Merritt,Provincial land,,50.076816,-120.875327,1024,"From Merritt, drive up Midday Valley Road until you reach the tree. It is growing immediatley beside the road on the lefthand side. It is impossible to miss.",Big pine with an impressive candelabra (4 or 5 leaders). People have cut into this tree in numerous spots for seemingly no reason.,Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_3.jpg"" target=""_blank"">3</a>      ",,15,2,35,,WGS 84,2022,2022
Ponderosa pine,1553,,320,40,1.42,17.1,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.831984,-120.710123,1043,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Significant fire scarring at base. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1553_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1553_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1553_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1553_Pp_VoghtValley_JV_4.jpg"" target=""_blank"">4</a>   ",1.41,16,2,35,,WGS 84,2024,2024
Ponderosa pine,1736,Old Joe,320,50,1.19,10.7,,4/18/2025,6/16/2025,Granby River,Grand Forks,Private land,,hidden,,590,Tree is on private land and access is restricted.,"Upon visual inspection the tree seems in good health. It rises straight up and at approximately 3.5 meters deviates to the southeast and then resumes a straight upwards growth. It is located near the shoreline of the Granby River surrounded by cottonwood trees and alder. The tree lies on a level gradient, primarily south facing aspect.  To the north exists a rising face of a south facing mountain slope.",Roy Schiesser,,,,Roy Schiesser,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1736_Pp_Grandby_RS_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1736_Pp_Grandby_RS_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1736_Pp_Grandby_RS_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1736_Pp_Grandby_RS_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1736_Pp_Grandby_RS_5.jpg"" target=""_blank"">5</a>",,17,2,35,,,2025,2025
Ponderosa pine,342,,318,35.9,1.53,13.5,,4/9/2010,4/9/2010,Kalamalka PP,Coldstream,Parks/reserves,Kalamalka PP,50.20482,-119.27278,,,"Dead top, otherwise healthy.",Leila Ward,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/342_Pp_KalaPP_MC_1.jpg"" target=""_blank"">1</a>            ",,18,2,35,,,2010,2010
Ponderosa pine,203,,317,44.2,1.29,14.3,,10/22/2000,10/22/2000,Coldstream,Coldstream,Private land,,50.216397,-119.212864,,Private land - please respect private property and view from a distance. Tree is near the cemetery.,Healthy. IDFxh1a.,Sam McKillop,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/203_Pp_cold_MC_1.jpg"" target=""_blank"">1</a>            ",,19,2,35,,,2000,2000
Ponderosa pine,1559,,314,43.7,1.3,13,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.828809,-120.710785,1031,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Fire scar on base. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1559_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1559_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>         ",1.24,20,2,35,,WGS 84,2024,2024
Ponderosa pine,204,,312,50,1.14,8.2,,10/21/2000,10/21/2000,Deep Lake,Coldstream,Private land,,50.205543,-119.209877,,"Private land - please respect private property and view from a distance.  
Tree in on a ridge north of Deep Lake.",Healthy. South facing ridge. IDFxh1.,Sam McKillop,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/204_Pp_cold2_MC_1.jpg"" target=""_blank"">1</a>            ",,22,3,35,,,2000,2000
Ponderosa pine,227,,310,25.6,1.67,23.2,,8/28/2000,8/28/2000,Beaver Lake Rd.,Winfield,Private land,,missing,,,Private land - please respect private property and view from a distance.  Off Beaver Lake Rd.,"Short, but healthy trunk. Massive limbs and crown.",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/227_Pp_Win_sm_1.jpg"" target=""_blank"">1</a>            ",,21,3,35,,,2000,2000
Ponderosa pine,1555,,310,43,1.27,13.6,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.831812,-120.710186,1042,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Cat faced on one side. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1555_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1555_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1555_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1555_Pp_VoghtValley_JV_4.jpg"" target=""_blank"">4</a>   ",,23,3,35,,WGS 84,2024,2024
Ponderosa pine,419,,309,38.4,1.27,12.9,,5/31/2015,5/31/2015,Community Forest,Cranbrook,Provincial land,Cranbrook Comm. For.,49.521,-115.71,1095,"Drive northeast on 3/95 to 30th Avenue North. Turn right, then left on Stahl Road. Follow Stahl Road into the community forest, where it is called Sylvan Lake Road, all the way to the Larch parking lot, about 2 km. Park and hike east to the Fence Line Trail [~100 m]. Turn left and hike north on Fence Line ~ 400 m to Windy Bluff Trail. Turn right and hike east on Windy Bluff ~500 m, where there is a trail leading to the Big Tree Trail [~250 m]. Turn right and hike on the Big Tree Trail ~600 m to the Big Tree.","Dry site. Climbing spikes in trunk, platform aloft [on west side] and dead top.",Susan Walp,,,,Lorne Sinclair,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_JG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_SW_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_SW_4.jpg"" target=""_blank"">3</a>      ",,24,3,35,,,2015,2015
Ponderosa pine,1029,,308,38,1.35,20,,7/29/2020,12/1/2021,Kane Valley Road,Merritt,Private land,Nicola Ranch,49.975,-120.698611,1120,The Princeton Kamloops Highway 5A climbs up from Merritt towards Princeton. On the right about  5 km from town is the Kane Valley Road. Follow this gravel road until reaching the Harmon Lake Rec site. The big Ponderosa Pine is not too much further along and is visible from the road.,"With its candelabra of branches spreading out in all directions, this tree seems like it should have a pride of lions hanging out with it.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1029_Pp_KaneValley_TN_1.jpg"" target=""_blank"">1</a>            ",,25,3,35,,,2021,2021
Ponderosa pine,1561,,307,42,1.27,14.7,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.827483,-120.710004,1026,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Leaning at 10-20 degrees below vertical. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1561_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1561_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>         ",1.26,26,3,35,,WGS 84,2024,2024
Ponderosa pine,1558,,306,48,1.12,13.4,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.829587,-120.710784,1034,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Tree is leaning heavily but appears healthy. Incredible shape to base and large scar on one side. Open fire damaged wood on both sides and ellipsoid shape to base, almost twice as wide in one dimension as the other: in one direction it would appear to be 1.40m wide, while in the other only 80cm wide. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation.  The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1558_Pp_VoghtValley_JV_1_1557.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1558_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1558_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>      ",,27,3,35,,WGS 84,2024,2024
Ponderosa pine,225,,305,30.8,1.51,20.4,,6/1/2000,6/1/2000,Hembrie Ridge,Princeton,Provincial land,,49.562939,-120.485354,,North of Princeton.,"Ancient, large crown, stocky for large bole. IDFdk1",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/225_Pp_Hembrie_sm_1.jpg"" target=""_blank"">1</a>            ",,28,3,35,,,2000,2000
Ponderosa pine,1110,Glenrosa Pine,302,34.6,1.43,13.5,,18/6/2021,6/19/2021,Glenrosa,Westbank,Provincial land,,49.854274,-119.707785,960,"From Westbank take Glenrosa Rd. to 8.2 km, park on shoulder then hike approximately 280 m slightly east of south to the tree",Appears healthy and typical Ponderosa Pine form and is located near the north end of a sparsley treed rocky ridge. Area was logged from the tree north about 4 years ago (approx in 2017). Bears have been climbing at the tree.,Jerry Kneller,,,,Paul F. MacNamara,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/01/1110_Pp_Glenrosa_BB_1.jpg"" target=""_blank"">1   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/01/1110_Pp_Glenrosa_BB_2.jpg"" target=""_blank"">2         ",,29,3,35,,WGS 84,2021,2021
Ponderosa pine,464,,301,40,1.28,14.5,,7/7/2019,7/15/2019,Corral Trail,Coldstream,Parks/reserves,Kalamalka PP,50.20504,-119.27354,508,"Drive to park via Kidston rd. Park at first parking lot (called Red Gate parking lot because of the red gate), and head down the trail marked ""Corral Trail"". Continue along Corral for approx. 700m and the tree should be on your left. It is mostly visible from the trail.",Healthy tree. Forked about halfway up.,Leah Rettenbacher,Evan Rettenbacher,Emma Rettenbacher,Victor Rettenbacher,Leah Rettenbacher,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/464_Pp_KalaPP_ER.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/464_Pp_KalaPP_LR.jpg"" target=""_blank"">2</a>         ",,30,3,35,,,2019,2019
Ponderosa pine,1564,,297,33.3,1.4,18.2,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.831743,-120.712992,1048,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"On hill top above heavily over grazed grassland. Branches right to the base. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1564_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1564_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>         ",1.39,31,,35,,WGS 84,2024,2024
Ponderosa pine,1556,,297,37.8,1.28,18.1,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.831484,-120.710284,1044,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Dominates open site within Lodgepole plantation. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1556_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1556_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1556_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>      ",1.27,32,,35,,WGS 84,2024,2024
Ponderosa pine,1566,,295,34.3,1.35,18.6,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.845282,-120.719677,1037,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Growing on steep slope just below Voght Valley Road. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1566_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1566_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1566_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>      ",1.33,33,,35,,WGS 84,2024,2024
Ponderosa pine,1565,,294,40.8,1.2,15.3,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.83243,-120.713712,1048,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Edge of heavily over grazed grassland and a pine plantation. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1565_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1565_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1565_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>      ",,34,,35,,WGS 84,2024,2024
Ponderosa pine,1563,,294,41.3,1.18,14.6,,10/5/2024,10/18/2024,Voght Valley,Aspen Grove,Provincial land,,49.829752,-120.713174,1021,From Merritt take Highway 97C (Okanagan Connector) towards Kelowna before turning onto Highway 5A to Princeton.  After 8km turn right onto Coalmont Rd. After 11km turn right onto Voght Valley Rd. Grove of trees is along the road. ,"Growing on the edge of small heavily overgrazed grassland. Submesic to mesic area of aspen groves, grassland, and fifteen year old pine plantation. The area surrounding this grove of trees features dozens, if not hundreds, of very large Ponderosa pine worth measuring and nominating to the Big Tree Registry.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1563_Pp_VoghtValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1563_Pp_VoghtValley_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1563_Pp_VoghtValley_JV_3.jpg"" target=""_blank"">3</a>      ",1.17,35,,35,,WGS 84,2024,2024
Ponderosa pine,1432,,292,43.6,1.12,12.5,,1/19/2025,11/12/2023,Cai Creek,Castlegar,Provincial land,BCTS Arrow South,49.268925,-117.609857,971,Cai Creek ATV Trail from Highway 3 east of Castlegar.,,Matt Casselman,,,,Dooyong Song,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1432_Pp_CaiCreek_MC_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1432_Pp_CaiCreek_MC_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1432_Pp_CaiCreek_MC_4.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1432_Pp_CaiCreek_MC_3.jpg"" target=""_blank"">4</a>   ",,36,,35,,,2024,2023
Ponderosa pine,1636,No Point Ponderosa,291,42.1,1.17,10,,9/20/2024,11/11/2024,Deer Point Trail,Christina Lake,Parks/reserves,Gladstone PP,49.159722,-118.257222,570,Accessed from Texas Creek campground along Deer Point Trail at approx. 8 km distance.,Fire survivoring Ponderos pines in a stand of Douglas-fir with some Pacific yew and western redcedar in the drainages.,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1636_Pp_Deer_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1636_Pp_Deer_TN_2.jpg"" target=""_blank"">2</a>         ",,37,,35,,,2024,2024
Ponderosa pine,1439,Bubba,290,41.1,1.18,11.2,,10/25/2024,11/12/2023,Cai Creek,Castlegar,Provincial land,BCTS Arrow South,49.268363,-117.617378,791,Cai Creek ATV Trail from Highway 3 east of Castlegar.,,Matt Casselman,,,,Dooyong Song,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1439_Pp_CaiCreek_MC_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1439_Pp_CaiCreek_MC_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1439_Pp_CaiCreek_MC_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1439_Pp_CaiCreek_MC_4.jpg"" target=""_blank"">4</a>   ",,38,,35,,,2024,2023
Ponderosa pine,1542,,288,38.9,1.2,14,,9/29/2024,10/18/2024,Midday Valley,Merritt,Provincial land,,50.086085,-120.887279,1120,"Take Midday Valley Rd from Merritt to kilometre 11.5 and turn right onto Lindley FSR. Take to KM 2.5 then turn on to Lindley Spur 1. Take for 1.5 km keeping right and park in the landing at the end of the road ( 50.082621, -120.895236). Grove of trees is approximatley 500 metres down hill (east) from the landing.","Open grown, branchy, healthy. Adjacent to old ranch trail.",Jonathan Van Elslander,,,,Jonathan Van Elslander,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1542_Pp_MiddayValley_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1542_Pp_MiddayValley_JV_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1542_Pp_MiddayValley_JV_2.jpg"" target=""_blank"">3</a>      ",,39,,35,,WGS 84,2024,2024
Ponderosa pine,2026,Jehova Ponderosa,287,38,1.21,16,,7/10/2025,11/29/2025,Kingdom Hall,Marysville,Private land,Kingdom Hall of Jehova's Witnesses,49.636207,-115.955348,950,"Located, and visible from the Highway 95A when passing through Marysville.","Growing in the front grounds of the Jehovah Church.  Many ponderosa pine can be viewed in this general area, but for some reason this appears to be the largest.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2026_Pp_Jehovah_TN_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2026_Pp_Jehovah_TN_1.jpg"" target=""_blank"">2</a>         ",,40,,35,,,2025,2025
