common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo formula,highside_DBH(m),top_lists,tree_sp_code,sp_split_range
Pacific yew*,606,Big Mike,,10,0.61,,2021,2021,O'Connell Lake,Port Alice,Tree Farm Lic.,6,50.387038,-127.716991,,,"""Big Mike"" had some heart rot but appeared healthy overall. The tree is facing in a south-southeast direction and is growing approx 4 feet from the highwater mark of O'Connell Lake under a large Western Red Cedar. The surrounding forest is a second growth Western Hemlock stand and the site is located in the CWHvm1.",Michael Anderson,Shane Price,,,Michael Anderson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/606_Tw_PortAlice_SP_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/606_Tw_PortAlice_SP_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/606_Tw_PortAlice_SP_3.jpg"" target=""_blank"">3</a>      ",,,53,c
Pacific yew*,949,WFP_0368,,,0.75,7,2020,2022,Marvinas,Kendrick Camp,Forest Licence,A19231,49.659734,-126.687563,287,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.75,,53,c
Pacific yew*,954,WFP_0373,,,0.64,11,2021,2022,Ewart/Laurie,Kendrick Camp,Forest Licence,A19231,49.717021,-126.828166,110,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.64,,53,c
Pacific yew*,955,WFP_0374,,,0.65,8,2021,2022,Ewart/Laurie,Kendrick Camp,Forest Licence,A19231,49.712293,-126.829968,129,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.65,,53,c
Pacific yew*,956,WFP_0375,,,0.72,15,2021,2022,Beano,Kendrick Camp,Forest Licence,A19231,49.654092,-126.734869,129,,CWHvm1 08,WFP Big Tree,,,,WFP,c,0,,0.72,,53,c
Pacific yew*,958,WFP_0377,,,0.82,9,2021,2022,Marvinas,Kendrick Camp,Forest Licence,A19231,49.658592,-126.689041,356,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,0.82,,53,c
Pacific yew*,961,WFP_0380,,,0.85,12,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.620226,-126.687521,320,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.85,,53,c
Pacific yew*,962,WFP_0381,,,0.64,9,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.620375,-126.688433,317,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.64,,53,c
Pacific yew*,963,WFP_0382,,,0.63,10,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.620987,-126.68878,343,,CWHvm1 08,WFP Big Tree,,,,WFP,c,0,,0.63,,53,c
Pacific yew*,965,WFP_0384,,,0.67,6,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.619829,-126.687585,295,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.67,,53,c
Pacific yew*,966,WFP_0385,,,0.65,9,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.620375,-126.689076,319,,CWHvm1 08,WFP Big Tree,,,,WFP,c,0,,0.65,,53,c
Pacific yew*,967,WFP_0386,,,0.64,9,2021,2022,Pole,Kendrick Camp,Forest Licence,A19231,49.698936,-126.850058,289,,CWHvm1 06,WFP Big Tree,,,,WFP,c,0,,0.64,,53,c
Pacific yew*,969,WFP_0388,,,0.79,14,2021,2022,Nootka-M,Kendrick Camp,Forest Licence,A19231,49.620794,-126.687557,346,,CWHvm1 08,WFP Big Tree,,,,WFP,c,0,,0.79,,53,c
Pacific yew^,554,,166,22,0.67,12,2020,2020,Box Lake,Nakusp,Provincial land,WFP,hidden,,660,,"This small enclave of Pacific yew appears to have a shallow sub-surface groundwater regime throughout. The forest floor was dotted with oak fern and some twisted stalk, but otherwise quite devoid of vegetation. Some smaller diameter western redcedar and Englemann spruce were the primary species in this location. Based on ring count of an adjacent, recently cut 0.15 m. radius stump (solid to the core), the age of the nominated tree is estimated at 257 years old.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/554_Tw_Nakusp_TN_2.jpeg"" target=""_blank"">1</a>            ",,1,53,i
Pacific yew^,1014,Mulkey Way #02,144,16.3,0.664,11,2021,2021,Branch 3 FSR,Kaslo,Provincial land,KDCFS,hidden,,662,,ICHmw2. Multiple Forks and crooks present. East aspect. ,Hayden Markin,,,,Hayden Markin,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1014_Tw_Branch3_HM_3.jpg"" target=""_blank"">1</a>            ",,1,53,i
Ponderosa pine,608,Lieutenant Dan,395,58.7,1.53,15.7,2021,2021,Cai Creek,Castlegar,Provincial land,BCTS Arrow South,49.2690525,-117.6120878,918,"From Casltegar head east on Highway 3 (Crowsnest Hwy) towards Salmo for approximately 3.3km. On the right you will see a sandy pull out, park here and cross the highway on foot heading up the runaway lane. Go up the runaway lane for 150m and then take a right on the quad trail. Walk the quad trail for approximately 1.7km and then leave the trail and head north, bushwack to the tree at a bearing of 349 degrees for approximately 550m.","Bear claw marks on bark, Fd/Cw Stand, southwest facing aspect, approx 15% slope",Kayla Peachey,Tanner Stuart,,,Tanner Stuart,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/608_Pp_CaiCreek_KP.jpg"" target=""_blank"">1</a>            ",,1,35,
Ponderosa pine,1159,,361,35,1.85,22.2,2022,2022,Midday Valley,Merritt,Private land,,hidden,,1067,"Private property, access is restricted.","Unbelievable pine. Has a tire swing and a ladder, as well as a skull, nailed into its bark, yet it remains thriving. No die off in crown.",Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1159_Pp_Midday_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1159_Pp_Midday_SO_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1159_Pp_Midday_SO_4.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1159_Pp_Midday_SO_5.jpg"" target=""_blank"">4</a>   ",,1,35,
Ponderosa pine,483,Round Lake Pine,360,49.7,1.51,11.6,2018,2019,Round Lake,Princeton,Private land,,hidden,,,This tree is 2 kilometers south of Allison Lake Park on Highway 5A. It is on the west side of the highway when you are driving north. ,Healthy,Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/483_Pp_Round_SM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/483_Pp_Round_SM_2.jpg"" target=""_blank"">2</a>         ",,1,35,
Ponderosa pine,1131,,348,54,1.27,16.2,2022,2022,Kanaka Mountain,Kanaka Bar,First Nations,Kanaka Bar IR 1A,50.108576,-121.559634,310,Ask the Kanaka Bar Band for permission.,,Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1131_Pp_Kanaka_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1131_Pp_Kanaka_SO_2.jpg"" target=""_blank"">2</a>         ",,1,35,
Ponderosa pine,1162,,344,45.3,1.48,15.1,2022,2022,,Spences Bridge,First Nations,Cook's Ferry Band,hidden,,887,,"An exceptionally healthy Ponderosa pine, growing in a field bordered by aspen",Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1162_Pp_Thompson_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1162_Pp_Thompson_SO_2.jpg"" target=""_blank"">2</a>         ",,1,35,
Ponderosa pine,1122,,342,52.9,1.3,9.5,2022,2022,Kanaka Mountain,Kanaka Bar,Provincial land,,50.116991,-121.547632,503,Ask the Kanaka Bar Band for permission.,Big burn scar on one side.,Sean O'Rourke,Cullen Simcic-Higgins,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1122_Pp_Kanaka_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1122_Pp_Kanaka_SO_2.jpg"" target=""_blank"">2</a>         ",,1,35,
Ponderosa pine,223,,341,32.9,1.75,19.8,2000,2000,Lundbom Lake,Merritt,Parks/reserves,Lundbom Comm. GR.,50.120215,-120.597977,,"Lundbom Rd., off of highway 97C, east of Merritt.",Old gnarly giant with 3 massive limbs and dead top. IDFdk1,Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/223_Pp_lund_sm_1.jpg"" target=""_blank"">1</a>            ",,1,35,
Ponderosa pine,544,,341,45.9,1.45,14.7,2020,2020,Three Blind Mice,Naramata,Provincial land,Okanagan Forest,49.567838,-119.544699,855,"The Three Blind Mice trail network can be accessed by driving from Penticton north along Naramata Road.  Turn right (about 6 to 7 km from downtown Penticton) onto Riddle Road and drive to the top of the road where roadside parking is available.  The walk or ride to the tree is about 5 to 5.5 km one way.  Enter the attached URL into your browser to access the trail map:  look for the intersection of Pinecone and Ponderosa trails, located near the middle of the trail network.  https://www.trailforks.com/region/three-blind-mice/map/?activitytype=1&z=12.0&lat=49.56396&lon=-119.55505","The tree is located at the base of a moderate west facing slope in a relatively flat area.  The tree is in good health and does not appear to have a broken top.  A good view of the top of the tree is difficult due to the surrounding Ponderosa pine and Douglas-fir trees, which partially block the view. The area is used by mountain bike and hiking enthusiasts.  In general, the area is characterized by steep rocky bluffs and flat benches.  The larger trees tend to grow on the benches or in ravines where moisture is more plentiful.  The area is used by whitetail deer, elk, black bear and coyote, as well as numerous species of birds.",Paul Commandeur,,,,Paul Commandeur,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/544_Pp_3blindmice_AM.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/544_Pp_3blindmice_PC.jpg"" target=""_blank"">2</a>         ",,1,35,
Ponderosa pine,226,,334,38.7,1.55,17.7,2000,2000,Shatford Creek,Penticton,First Nations,Penticton IR,missing,,,First Nation Reserve - please contact First Nations for permission.  Near Shatford Creek up the slope north of Hedges Butte.,,Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/226_Pp_ShatC_UN_1.jpg"" target=""_blank"">1</a>            ",,1,35,
Ponderosa pine,1160,,327,35.4,1.53,26.53,2022,2022,Midday Valley,Merritt,Private land,,hidden,,1038,"Private property, access is restricted.",Healthy big pine with a massive crown spread,Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1160_Pp_Midday2_SO_4.jpg"" target=""_blank"">4</a>   ",,1,35,
Ponderosa pine,217,,323,33.8,1.57,21.6,2000,2000,Hwy 3,Bridesville,Private land,,hidden,,,Private land - exact location is withheld.,"Healthy , large branches, popular bird tree.   IDFdm1",Steven Keast,Shaun Muc,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/217_Pp_Hwy3_sm_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/217_Pp_Hwy3_sm_2.jpg"" target=""_blank"">2</a>         ",,2,35,
Ponderosa pine,215,,321,32.3,1.58,23.5,2000,2000,Otter Creek,Merritt,Private land,,49.855887,-120.634767,,"Highway 5A, 10 km south of Aspen Grove, close to Otter Creek. North of Tulameen around 40 km.","Ancient, thick stocky tree with a small dead top and massive crown. IDFdk1",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/215_Pp_Otter_sm_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/215_Pp_Otter_sm_2.jpg"" target=""_blank"">2</a>         ",,2,35,
Ponderosa pine,1161,,321,32.6,1.59,20.7,2022,2022,Midday Valley,Merritt,Provincial land,,50.076816,-120.875327,1024,"From Merritt, drive up Midday Valley Road until you reach the tree. It is growing immediatley beside the road on the lefthand side. It is impossible to miss.",Big pine with an impressive candelabra (4 or 5 leaders). People have cut into this tree in numerous spots for seemingly no reason.,Sean O'Rourke,,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1161_Pp_Midday3_SO_3.jpg"" target=""_blank"">3</a>      ",,2,35,
Ponderosa pine,342,,318,35.9,1.53,13.5,2010,2010,Kalamalka PP,Coldstream,Parks/reserves,Kalamalka PP,50.20482,-119.27278,,,"Dead top, otherwise healthy.",Leila Ward,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/342_Pp_KalaPP_MC_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,203,,317,44.2,1.29,14.3,2000,2000,Coldstream,Coldstream,Private land,,50.216397,-119.212864,,Private land - please respect private property and view from a distance. Tree is near the cemetery.,Healthy. IDFxh1a.,Sam McKillop,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/203_Pp_cold_MC_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,204,,312,50,1.14,8.2,2000,2000,Deep Lake,Coldstream,Private land,,50.205543,-119.209877,,"Private land - please respect private property and view from a distance.  
Tree in on a ridge north of Deep Lake.",Healthy. South facing ridge. IDFxh1.,Sam McKillop,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/204_Pp_cold2_MC_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,227,,310,25.6,1.67,23.2,2000,2000,Beaver Lake Rd.,Winfield,Private land,,missing,,,Private land - please respect private property and view from a distance.  Off Beaver Lake Rd.,"Short, but healthy trunk. Massive limbs and crown.",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/227_Pp_Win_sm_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,419,,309,38.4,1.27,12.9,2015,2015,Community Forest,Cranbrook,Provincial land,Cranbrook Comm. For.,49.521,-115.71,1095,"Drive northeast on 3/95 to 30th Avenue North. Turn right, then left on Stahl Road. Follow Stahl Road into the community forest, where it is called Sylvan Lake Road, all the way to the Larch parking lot, about 2 km. Park and hike east to the Fence Line Trail [~100 m]. Turn left and hike north on Fence Line ~ 400 m to Windy Bluff Trail. Turn right and hike east on Windy Bluff ~500 m, where there is a trail leading to the Big Tree Trail [~250 m]. Turn right and hike on the Big Tree Trail ~600 m to the Big Tree.","Dry site. Climbing spikes in trunk, platform aloft [on west side] and dead top.",Susan Walp,,,,Lorne Sinclair,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_JG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_SW_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/419_Pp_CranCF_SW_4.jpg"" target=""_blank"">3</a>      ",,2,35,
Ponderosa pine,1029,,308,38,1.35,20,2021,2021,Kane Valley Road,Merritt,Private land,Nicola Ranch,49.975,-120.698611,1120,The Princeton Kamloops Highway 5A climbs up from Merritt towards Princeton. On the right about  5 km from town is the Kane Valley Road. Follow this gravel road until reaching the Harmon Lake Rec site. The big Ponderosa Pine is not too much further along and is visible from the road.,"With its candelabra of branches spreading out in all directions, this tree seems like it should have a pride of lions hanging out with it.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1029_Pp_KaneValley_TN_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,225,,305,30.8,1.51,20.4,2000,2000,Hembrie Ridge,Princeton,Provincial land,,49.562939,-120.485354,,North of Princeton.,"Ancient, large crown, stocky for large bole. IDFdk1",Shaun Muc,,,,Shaun Muc,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/225_Pp_Hembrie_sm_1.jpg"" target=""_blank"">1</a>            ",,2,35,
Ponderosa pine,1110,Glenrosa Pine,302,34.6,1.43,13.5,2021,2021,Glenrosa,Westbank,Provincial land,,49.854274,-119.707785,960,"From Westbank take Glenrosa Rd. to 8.2 km, park on shoulder then hike approximately 280 m slightly east of south to the tree",Appears healthy and typical Ponderosa Pine form and is located near the north end of a sparsley treed rocky ridge. Area was logged from the tree north about 4 years ago (approx in 2017). Bears have been climbing at the tree.,Jerry Kneller,,,,Paul F. MacNamara,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/01/1110_Pp_Glenrosa_BB_1.jpg"" target=""_blank"">1   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/01/1110_Pp_Glenrosa_BB_2.jpg"" target=""_blank"">2         ",,3,35,
Ponderosa pine,464,,301,40,1.28,14.5,2019,2019,Corral Trail,Coldstream,Parks/reserves,Kalamalka PP,50.20504,-119.27354,508,"Drive to park via Kidston rd. Park at first parking lot (called Red Gate parking lot because of the red gate), and head down the trail marked ""Corral Trail"". Continue along Corral for approx. 700m and the tree should be on your left. It is mostly visible from the trail.",Healthy tree. Forked about halfway up.,Leah Rettenbacher,Evan Rettenbacher,Emma Rettenbacher,Victor Rettenbacher,Leah Rettenbacher,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/464_Pp_KalaPP_ER.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/464_Pp_KalaPP_LR.jpg"" target=""_blank"">2</a>         ",,3,35,
Ponderosa pine,178,,282,35.2,1.27,11.5,1999,1999,Community Park,Coldstream,Municipal/city,,50.223511,-119.23525,,"Coldstream, east end of Community Park.",Tree has a broken top  but otherwise healthy. IDFxh1a,Sam McKillop,,,,Michael Carlson,c,0,,,3,35,
Ponderosa pine,1030,Kalmalka Queen,282,32.7,1.34,11,2021,2021,Lookout Trail,Coldstream,Parks/reserves,Kalamalka PP,50.203889,-119.267778,580,"Kalamalka Provincial Park in Coldstream is well signed, so follow signage to the last parking lot. From here head up the Corral Trail to Cougar Cairn junction and then continue up the Lookout Trail. The tree is on the escarpment overlooking the lake.",This tree seems to be taking advantage of its promentory above Kalamalka Lake. One of the lower branches extended out over 5 m.,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1030_Pp_Kalamalka_TN_1.jpg"" target=""_blank"">1</a>            ",,3,35,
Ponderosa pine,618,,264,38,1.04,13,2021,2021,Duck pond trail,Kimberley,Municipal/city,Kimberley Nature Park,49.64948,-115.99923,1214,"In Kimberley, starting at the Higgins Street nature park entrance, hike or bike the Eimers road to the three corners. Take a left onto the lower army road to the four corners junction. Take the duck pond trail to the height of land as it starts to fall away into the St. Mary’s valley.  Tree is about 700m S on Duck Pond from junction with Keiver Way. The tree is unmistakably the largest tree in the area, somehow missed in the decades earlier logging.","Classic ponderosa, tall straight, branches start 1/2-3/4 the way up. Small fire scar at the base on south side. Situated on a gentle south facing slope.",Ian Gordon,,,,Dave Hale,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/618_Pp_Duckpond_IG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/618_Pp_Duckpond_IG_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/618_Pp_Duckpond_IG_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/618_Pp_Duckpond_IG_4.jpg"" target=""_blank"">4</a>   ",,3,35,
Ponderosa pine,1031,,,,1.34,8,2021,2021,Enderby Bluffs Trail,Enderby,Provincial land,Enderby Bluffs Rec. Area,50.581667,-119.0875,860,"Enderby Bluffs Trail is well signed, directing you to a trailhead parking area. The trail climbs up through a mixed juvenile forest before alighting onto a rocky boulder strewn bench. There were quite a few veteran trees (larch, spruce, cedar) and a surprise showing of this ponderosa pine very close to the trail.",The big Ponderosa seems to be one of the very few trees of this species. Showing signs of fire scarred bark this veteran just outlasted the rest of the forest.,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1031_Pp_Enderby_TN_1.jpg"" target=""_blank"">1</a>            ",,3,35,
Rocky Mtn juniper,1197,,151,17,0.72,7.7,2022,2022,Fraser Canyon,Kanaka Bar,Private land,Kanaka Bar Band,hidden,,130,"Ask the Kanaka Bar Band for permission, tree is in an extremely sensitive archaeological site.","This unusally tall and thick juniper is in a grove of similar specimen, right along the Fraser River. Tree is declining. Much of the crown is dead. Part of the bark was culturally modified, with significant regrowth suggesting this occured centuries ago. It is adjacent to the remains of an old cabin.",Sean O'Rourke,Rodrigo Solis Pompa,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1197_Jr_Kanaka_Fraser_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1197_Jr_Kanaka_Fraser_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1197_Jr_Kanaka_Fraser_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1197_Jr_Kanaka_Fraser_SO_4.jpg"" target=""_blank"">4</a>   ",,1,19,
Rocky Mtn juniper,1121,,139,14.6,0.64,14.4,2022,2022,Deer Farm,Kanaka Bar,Private land,Kanaka Bar Band,50.097147,-121.562275,129,Ask the Kanaka Bar Band for permission.,"This is an exceptional juniper located on a grass flat beside the Fraser. The tree extends over 20m along the Fraser River, very healthy.",Sean O'Rourke,Cullen Simcic-Higgins,,,Sean O'Rourke,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1121_Jr_Kanaka_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1121_Jr_Kanaka_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1121_Jr_Kanaka_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1121_Jr_Kanaka_SO_4.jpg"" target=""_blank"">4</a>   ",,1,19,
Rocky Mtn juniper,420,,131,14,0.64,6.71,2015,2015,Standard Hills,Cranbrook,Provincial land,Cranbrook Comm. For.,49.573,-115.73,973,"Cranbrook Community Forest. From Cranbrook, take Highway 3/95 northeast about 12 km to Mission/Ft. Steele Road. Turn left and follow this road towards the rifle range. At about 0.4 km turn left on an old logging road and follow it southwest and west about 2.3 km, where it turns south and then continues west, passing three ponds to the south of the road. The third of these ponds is called Double Duck Lake. Continue past it for about 500 m. There is a meadow on the south side of the road with a big tree at the midpoint of its edge along the road. Park. Hike northeast up a gully between two hills about 600 m to the big juniper, which is growing at the base of a rock face on the west side of the gully. Alternatively, from Double Duck Lake, hike due north and follow a ridge about 500 m. Turn west and walk down into a gully, where the juniper grows at the base of that east-facing rock face.","Rock face to west, growing on slope [~20º],  trunk slants ~20º to northeast, several large branches, trunk concave to northeast [old fire scar?], cross-section of trunk is not circular - estimate 22"" x 27"" diameter.",Susan Walp,,,,Lorne Sinclair,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/420_Jr_Standard_JG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/420_Jr_Standard_SW_1.jpg"" target=""_blank"">2</a>         ",,1,19,
Rocky Mtn juniper,1033,,106,12.4,0.47,9,2021,2021,Enderby Bluffs Trail,Enderby,Provincial land,Enderby Bluffs Rec. Area,50.5875,-119.079444,1120,"Enderby Bluffs Trail is well signed, directing you to a trailhead parking area. The trail ascends for about 8 km, then daylights onto the crest of the imposing bluffs. There are a few Rocky Mountain Junipers along this ridgeline, with a couple of the larger ones growing very close to the edge and right near the end of the trail","When someone tells you about a special tree, and even shows you a photo, it is time to venture out to find it. Curious how this tree compared to the champion in the Standard Hills, I had to see for myself. A long hike on a very hot day, almost had us turning around prematurely, luckily we mustered up some extra gusto, and not too much further on reside these unique, full sized junipers. It would be interesting to know how old they are?",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1033_Jr_Enderby_TN_1.jpg"" target=""_blank"">1</a>            ",,1,19,
seaside juniper,1314,,188,17.4,0.95,16,2022,2023,Squitty Bay,False Bay,Parks/reserves,Squitty Bay MP,49.451111,-124.165284,10,Follow Main Road south to end of Island at Squitty Bay,"Rocky headland supporting large arbutus, shore pine, Douglas-ir, and many seaside junipers tucked into the sheltered crevasses that extend to the ocean.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1314_Jr_SquittyBay_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1314_Jr_SquittyBay_TN_2.jpg"" target=""_blank"">2</a>         ",,1,20,
seaside juniper,174,,184,22.86,0.83,7.5,1998,1998,Coal Island,North Saanich,Private land,,48.678828,-123.385503,,"Private land - please respect private property and view from a distance. 
Tree in on the SW end of Coal Island.",Healthy.,George Douglas,,,,George Douglas,c,0,,,1,20,
seaside juniper,195,,176,7.7,1.16,9.85,2000,2000,Madrona Dr.,North Saanich,Private land,,48.671559,-123.481019,,"Private land - please respect private property and view from a distance.   
The tree is on a short, steep bank above beach just north of public beach access at end of Madrona Drive.  If you visit this tree, please use the public beach access and view the tree from the beach.","A healthy and much improved tree over past 10 years according to property owner.  Minor defects. Ocean front above beach on short, steep bank.",Jay Hinton,,,,Hans Roemer,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/195_Jr_madr_un_1.jpg"" target=""_blank"">1</a>            ",,1,20,
